,brand,store,sido,gungu,address
1048,nene,전북익산시모현점,전북,익산시,전북 익산시 고현로길 14길8-1
1049,nene,전북전주시삼천점,전북,전주시,전북 전주시 완산구 거마남로 58
1050,nene,전북전주시아중점,전북,전주시,전북 전주시 덕진구 동가재미길 3길8
1051,nene,전북부안읍부안점,전북,부안군,전북 부안군 부안읍 수정길 5
1052,nene,전북군산시군산대점,전북,군산시,전북 군산시 미제길 1길5-4
1053,nene,전남순천시남제점,전남,순천시,전남 순천시 우석로 73-1
1054,nene,전남광양시마동점,전남,광양시,전남 광양시 사동로 81-1
1055,nene,전남여수시무선지구점,전남,여수시,전남 여수시 무선길 3길6
1056,nene,전북전주시덕진전북대점,전북,전주시,전북 전주시 덕진구 명륜길 5길19-6
1057,nene,전북전주시동산점,전북,전주시,전북 전주시 덕진구 쪽구름길 5길5
1058,nene,전북전주시전주대점,전북,전주시,전북 전주시 효자로 92
1059,nene,전남여수시신기점,전남,여수시,전남 여수시 새터로 93
1060,nene,전남광양시광양점,전남,광양시,전남 광양시 광양읍 인서길 4길23
1061,nene,전북전주시서학중앙점(B),전북,전주시,전북 전주시 완산구 서학길 1길2
1062,nene,전남순천시신대점,전남,해룡면,전남 해룡면 좌야로 101
1063,nene,전북군산시조촌점,전북,군산시,전북 군산시 진포로 169
1064,nene,전남순천시연향점,전남,순천시,전남 순천시 연향상가3길 1로16-1
1065,nene,전북완주군혁신점,전북,완주군,전북 완주군 이서면 안전로 107-3
1066,nene,전남순천시조례점,전남,순천시,전남 순천시 비봉길 86
1067,nene,전북군산시나운2점,전북,군산시,전북 군산시 나운안길 2길11
1068,nene,전북전주시중화산점,전북,전주시,전북 전주시 완산구 메너머길 12
1069,nene,전남영광군영광점,전남,영광군,전남 영광군 영광읍 신남로 213-1
1070,nene,광주광산구운남점,광주,광산구,광주 광산구 월곡중앙로 30-1
1071,nene,광주북구동림점,광주,북구,광주 북구 동림용산로 29
1072,nene,전남목포시하당1점,전남,목포시,전남 목포시 백년대로 297번길12-2
1073,nene,광주서구금호점,광주,서구,광주 서구 금화로 73번길16
1074,nene,전남목포시용해점,전남,목포시,전남 목포시 용당로 331번길88
1075,nene,전남목포시연산점,전남,목포시,전남 목포시 원산로 159번길22
1076,nene,전남보성군보성점,전남,보성군,전남 보성군 보성읍 중앙로 46-11
1077,nene,전남목포시하당2점,전남,목포시,전남 목포시 삼향천로 35
1078,nene,광주북구일곡점,광주,북구,광주 북구 송해로 34
1079,nene,광주서구풍암점,광주,서구,광주 서구 풍암신암로 26
1080,nene,전남화순군화순점,전남,화순군,전남 화순군 화순읍 만연로 37
1081,nene,광주광산구첨단1호점,광주,광산구,광주 광산구 산월로 64
1082,nene,광주북구용봉점,광주,북구,광주 북구 설죽로 202번길52
1083,nene,광주북구양산점,광주,북구,광주 북구 양산택지로 79번길15
1084,nene,광주남구진월점,광주,남구,광주 남구 서문대로 663번길16
1085,nene,광주광산구송정1점,광주,광산구,광주 광산구 남동길 30번길48
1086,nene,광주서구화정1점,광주,서구,광주 서구 염화로 57번길20
1087,nene,전남고흥군고흥점,전남,고흥군,전남 고흥군 고흥읍 봉황길 10
1088,nene,광주북구두암1점,광주,북구,광주 북구 삼정로 139
1089,nene,광주서구쌍촌1점,광주,서구,광주 서구 상일로 24번길11
1090,nene,전남해남군해남점,전남,해남군,전남 해남군 해남읍 중앙로 1로167-1
1091,nene,광주남구방림양림점,광주,남구,광주 남구 방림로 2
1092,nene,광주남구주월점,광주,남구,광주 남구 회서로 15
1093,nene,광주북구중흥점,광주,북구,광주 북구 용봉로 86
1094,nene,전남보성군벌교점,전남,보성군,전남 보성군 벌교읍 채동선로 259-1
1095,nene,광주광산구수완1점,광주,광산구,광주 광산구 장덕로 95번길45
1096,nene,광주동구학동점,광주,동구,광주 동구 천변우로 603
1097,nene,전남완도군완도점,전남,완도군,전남 완도군 완도읍 개포로 177번길12
1098,nene,광주남구월산까치점,광주,남구,광주 남구 독립로 87
1099,nene,전남장흥군장흥점,전남,장흥군,전남 장흥군 장흥읍 북부로 39
1100,nene,전남함평군함평점,전남,함평군,전남 함평군 함평읍 중앙길 172-1
1101,nene,전남목포시석현점(B),전남,목포시,전남 목포시 텃골로 33번길53
1102,nene,전남진도군진도점,전남,진도군,전남 진도군 진도읍 남문길 47
1103,nene,광주남구효천점,광주,남구,광주 남구 효우로 230번길35
1104,nene,광주광산구선운점,광주,광산구,광주 광산구 선운중앙로 43
1105,nene,전남나주시영산포점,전남,나주시,전남 나주시 남교길 1길6-15
1106,nene,전남해남군우수영점,전남,해남군,전남 해남군 문내면 동영길 22-1
1107,nene,전남고흥군녹동점,전남,고흥군,전남 고흥군 도양읍 비봉로 129-2
1108,nene,광주북구문흥점,광주,북구,광주 북구 면앙로 32번길29
1109,nene,전남무안군무안점,전남,무안군,전남 무안군 무안읍 하마로 31
1110,nene,광주남구봉선1점,광주,남구,광주 남구 봉선로 1로66
1111,nene,광주광산구신가점,광주,광산구,광주 광산구 신창로 35번길87
1112,nene,전남무안군남악점,전남,무안군,전남 무안군 삼향읍 남악로 2로74번길42상가106호
1113,nene,전남목포시삼학점,전남,목포시,전남 목포시 산정로 22번길20
1114,nene,전남나주시나주혁신도시점,전남,나주시,전남 나주시 빛가람로 789
1115,nene,광주북구첨단2지구점,광주,북구,광주 북구 임방울대로 1042번길14-20
1116,nene,광주동구산수점,광주,동구,광주 동구 산수길 33 33
1117,nene,전남나주시나주점,전남,나주시,전남 나주시 나주로 81
1118,nene,전남영암군삼호점,전남,영암군,전남 영암군 삼호읍 대불주거로 1길80
1119,nene,광주광산구산정점,광주,광산구,광주 광산구 하남대로 54번안길104-7
1120,nene,광주서구동천점,광주,서구,광주 서구 동천로 10번길24
1121,nene,전남담양군담양점,전남,담양군,전남 담양군 담양읍 죽향대로 1195
1122,nene,광주서구상무점,광주,서구,광주 서구 상무평화로 102
1123,nene,광주광산구우산소촌점(B),광주,광산구,광주 광산구 무진대로 278-11한국아델리움&중해마루힐상가109동102호
1124,nene,제주제주시노형점,제주,제주시,제주 제주시 원노형로 50
1125,nene,제주제주시외도점,제주,제주시,제주 제주시 우령2길 2길11
1126,nene,제주제주시화북삼양점,제주,제주시,제주 제주시 진남로 6길9
1127,nene,제주서귀포시중문점,제주,서귀포시,제주 서귀포시 천제연로 191
1128,nene,제주서귀포시서귀포1점,제주,서귀포시,제주 서귀포시 일주동로 8600
1129,nene,제주서귀포시성산점,제주,서귀포시,제주 서귀포시 성산읍 고성동서로 56번길18
1130,nene,제주서귀포시서귀포2호점,제주,서귀포시,제주 서귀포시 장수로 98
1131,nene,제주제주시도남점,제주,제주시,제주 제주시 독짓골길 4길11
1132,nene,제주서귀포시강정해군기지점,제주,서귀포시,제주 서귀포시 강정동 2735
1133,nene,제주서귀포시신시가지점,제주,서귀포시,제주 서귀포시 신북로 17
1134,nene,제주서귀포시대정점,제주,서귀포시,제주 서귀포시 대정읍 하모항구로6번길 6번길27
1135,nene,제주서귀포시표선점,제주,서귀포시,제주 서귀포시 표선면 표선동서로 288
1136,nene,제주제주시일도점,제주,제주시,제주 제주시 청귤로 3길51
1137,nene,제주제주시연동점,제주,제주시,제주 제주시 연동길 82
1138,nene,제주제주시한림점,제주,제주시,제주 제주시 한림읍 한림로 46
1139,nene,제주제주시아라점,제주,제주시,제주 제주시 중앙로 578
1140,nene,제주제주시조천함덕점,제주,제주시,제주 제주시 조천읍 함덕길 20길3
1141,nene,제주서귀포시화순안덕점,제주,서귀포시,제주 서귀포시 안덕면 일주서로 1449
1142,nene,제주제주시용담점,제주,제주시,제주 제주시 용문로 157
1143,nene,제주제주시봉개점,제주,제주시,제주 제주시 번영로 521-1
1144,nene,서울구로구고척스카이돔점,서울,구로구,서울 구로구 경인로 430 430B-5
